id;bps_nama_kabupaten_kota;bps_kode_kecamatan;bps_nama_kecamatan;bps_kode_desa_kelurahan;bps_desa_kelurahan;kemendagri_kode_kecamatan;kemendagri_nama_kecamatan;KODE_KD;kemendagri_nama_desa_kelurahan;jumlah_kk;semester;tahun
1819;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030004;BABAKAN TAROGONG;32.73.04;BOJONGLOA KALER;32.73.04.1002;BABAKAN TAROGONG;9330;1;2023
1820;KOTA BANDUNG;3273180;ANDIR;3273180004;DUNGUS CARIANG;32.73.05;ANDIR;32.73.05.1002;DUNGUS CARIANG;6312;1;2023
1821;KOTA BANDUNG;3273250;SUKASARI;3273250003;GEGERKALONG;32.73.01;SUKASARI;32.73.01.1002;GEGERKALONG;7898;1;2023
1822;KOTA BANDUNG;3273101;GEDEBAGE;3273101004;CIMINCRANG;32.73.27;GEDEBAGE;32.73.27.1001;CIMENERANG;1390;1;2023
1823;KOTA BANDUNG;3273070;LENGKONG;3273070006;CIKAWAO;32.73.13;LENGKONG;32.73.13.1007;CIKAWAO;3151;1;2023
1824;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210002;CICADAS;32.73.14;CIBEUNYING KIDUL;32.73.14.1003;CICADAS;5285;1;2023
1825;KOTA BANDUNG;3273220;CIBEUNYING KALER;3273220003;NEGLASARI;32.73.18;CIBEUNYING KALER;32.73.18.1003;NEGLASARI;3211;1;2023
1826;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170002;KEBON PISANG;32.73.19;SUMUR BANDUNG;32.73.19.1003;KEBON PISANG;4141;1;2023
1827;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170004;BABAKAN CIAMIS;32.73.19;SUMUR BANDUNG;32.73.19.1004;BABAKAN CIAMIS;2859;1;2023
1828;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020006;SUKAHAJI;32.73.03;BABAKAN CIPARAY;32.73.03.1003;SUKAHAJI;10042;1;2023
1829;KOTA BANDUNG;3273050;ASTANAANYAR;3273050001;KARASAK;32.73.10;ASTANA ANYAR;32.73.10.1001;KARASAK;4540;1;2023
1830;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030003;BABAKAN ASIH;32.73.04;BOJONGLOA KALER;32.73.04.1004;BABAKAN ASIH;5313;1;2023
1831;KOTA BANDUNG;3273180;ANDIR;3273180002;MALEBER;32.73.05;ANDIR;32.73.05.1001;MALEBER;6674;1;2023
1832;KOTA BANDUNG;3273180;ANDIR;3273180006;KEBON JERUK;32.73.05;ANDIR;32.73.05.1004;KEBON JERUK;4167;1;2023
1833;KOTA BANDUNG;3273190;CICENDO;3273190005;HUSEN SASTRANEGARA;32.73.06;CICENDO;32.73.06.1001;HUSEN SASTRANEGARA;5407;1;2023
1834;KOTA BANDUNG;3273190;CICENDO;3273190001;ARJUNA;32.73.06;CICENDO;32.73.06.1002;ARJUNA;4601;1;2023
1835;KOTA BANDUNG;3273190;CICENDO;3273190002;PASIRKALIKI;32.73.06;CICENDO;32.73.06.1004;PASIR KALIKI;3226;1;2023
1836;KOTA BANDUNG;3273050;ASTANAANYAR;3273050002;PELINDUNG HEWAN;32.73.10;ASTANA ANYAR;32.73.10.1006;PELINDUNG HEWAN;6501;1;2023
1837;KOTA BANDUNG;3273240;SUKAJADI;3273240001;SUKAWARNA;32.73.07;SUKAJADI;32.73.07.1003;SUKAWARNA;4713;1;2023
1838;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160007;KACAPIRING;32.73.12;BATUNUNGGAL;32.73.12.1004;KACAPIRING;3160;1;2023
1839;KOTA BANDUNG;3273260;CIDADAP;3273260003;LEDENG;32.73.08;CIDADAP;32.73.08.1003;LEDENG;3592;1;2023
1840;KOTA BANDUNG;3273230;COBLONG;3273230001;CIPAGANTI;32.73.02;COBLONG;32.73.02.1001;CIPAGANTI;4039;1;2023
1841;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160008;KEBON WARU;32.73.12;BATUNUNGGAL;32.73.12.1005;KEBONWARU;4962;1;2023
1842;KOTA BANDUNG;3273250;SUKASARI;3273250001;SARIJADI;32.73.01;SUKASARI;32.73.01.1004;SARIJADI;9052;1;2023
1843;KOTA BANDUNG;3273230;COBLONG;3273230002;LEBAK SILIWANGI;32.73.02;COBLONG;32.73.02.1006;LEBAK SILIWANGI;1396;1;2023
1844;KOTA BANDUNG;3273060;REGOL;3273060007;BALONG GEDE;32.73.11;REGOL;32.73.11.1004;BALONGGEDE;2909;1;2023
1845;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160001;GUMURUH;32.73.12;BATUNUNGGAL;32.73.12.1001;GUMURUH;6486;1;2023
1846;KOTA BANDUNG;3273070;LENGKONG;3273070002;TURANGGA;32.73.13;LENGKONG;32.73.13.1005;TURANGGA;5069;1;2023
1847;KOTA BANDUNG;3273070;LENGKONG;3273070005;BURANGRANG;32.73.13;LENGKONG;32.73.13.1003;BURANGRANG;3408;1;2023
1848;KOTA BANDUNG;3273070;LENGKONG;3273070007;PALEDANG;32.73.13;LENGKONG;32.73.13.1004;PALEDANG;2226;1;2023
1849;KOTA BANDUNG;3273010;BANDUNG KULON;3273010007;CIBUNTU;32.73.15;BANDUNG KULON;32.73.15.1002;CIBUNTU;5999;1;2023
1850;KOTA BANDUNG;3273010;BANDUNG KULON;3273010001;GEMPOL SARI;32.73.15;BANDUNG KULON;32.73.15.1006;GEMPOLSARI;6942;1;2023
1851;KOTA BANDUNG;3273150;KIARACONDONG;3273150002;SUKAPURA;32.73.16;KIARACONDONG;32.73.16.1001;SUKAPURA;9175;1;2023
1852;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040006;SITUSAEUR;32.73.17;BOJONGLOA KIDUL;32.73.17.1001;SITUSAEUR;7116;1;2023
1853;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040003;MEKAR WANGI;32.73.17;BOJONGLOA KIDUL;32.73.17.1004;MEKARWANGI;3571;1;2023
1854;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040002;CIBADUYUT WETAN;32.73.17;BOJONGLOA KIDUL;32.73.17.1006;CIBADUYUT WETAN;2717;1;2023
1855;KOTA BANDUNG;3273220;CIBEUNYING KALER;3273220001;CIHAURGEULIS;32.73.18;CIBEUNYING KALER;32.73.18.1001;CIHAUR GEULIS;4338;1;2023
1856;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170001;BRAGA;32.73.19;SUMUR BANDUNG;32.73.19.1001;BRAGA;2171;1;2023
1857;KOTA BANDUNG;3273080;BANDUNG KIDUL;3273080003;BATUNUNGGAL;32.73.21;BANDUNG KIDUL;32.73.21.1001;BATUNUNGGAL;6609;1;2023
1858;KOTA BANDUNG;3273100;RANCASARI;3273100005;MANJAHLEGA;32.73.23;RANCASARI;32.73.23.1003;MANJAHLEGA;7479;1;2023
1859;KOTA BANDUNG;3273110;CIBIRU;3273110004;CIPADUNG;32.73.25;CIBIRU;32.73.25.1002;CIPADUNG;7451;1;2023
1860;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120003;PASANGGRAHAN;32.73.26;UJUNGBERUNG;32.73.26.1007;PASANGGRAHAN;6725;1;2023
1861;KOTA BANDUNG;3273101;GEDEBAGE;3273101002;RANCANUMPANG;32.73.27;GEDEBAGE;32.73.27.1004;RANCANUMPANG;1553;1;2023
1862;KOTA BANDUNG;3273111;PANYILEUKAN;3273111003;CIPADUNG WETAN;32.73.28;PANYILEUKAN;32.73.28.1003;CIPADUNG WETAN;1160;1;2023
1863;KOTA BANDUNG;3273142;MANDALAJATI;3273142004;PASIR IMPUN;32.73.30;MANDALAJATI;32.73.30.1003;PASIR IMPUN;4318;1;2023
1864;KOTA BANDUNG;3273142;MANDALAJATI;3273142002;KARANG PAMULANG;32.73.30;MANDALAJATI;32.73.30.1002;KARANG PAMULANG;6114;1;2023
1865;KOTA BANDUNG;3273121;CINAMBO;3273121002;BABAKAN PENGHULU;32.73.29;CINAMBO;32.73.29.1004;BABAKAN PENGHULU;2397;1;2023
1866;KOTA BANDUNG;3273111;PANYILEUKAN;3273111002;CIPADUNG KIDUL;32.73.28;PANYILEUKAN;32.73.28.1002;CIPADUNG KIDUL;4983;1;2023
1867;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020005;BABAKAN;32.73.03;BABAKAN CIPARAY;32.73.03.1002;BABAKAN;9885;1;2023
1868;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020004;BABAKAN CIPARAY;32.73.03;BABAKAN CIPARAY;32.73.03.1001;BABAKAN CIPARAY;10840;1;2023
1869;KOTA BANDUNG;3273060;REGOL;3273060001;CISEUREUH;32.73.11;REGOL;32.73.11.1005;CISEUREUH;5539;1;2023
1870;KOTA BANDUNG;3273060;REGOL;3273060005;CIATEUL;32.73.11;REGOL;32.73.11.1006;CIATEUL;2596;1;2023
1871;KOTA BANDUNG;3273101;GEDEBAGE;3273101003;CISARANTEN KIDUL;32.73.27;GEDEBAGE;32.73.27.1002;CISANTREN KIDUL;7117;1;2023
1872;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030005;JAMIKA;32.73.04;BOJONGLOA KALER;32.73.04.1003;JAMIKA;9169;1;2023
1873;KOTA BANDUNG;3273180;ANDIR;3273180001;CAMPAKA;32.73.05;ANDIR;32.73.05.1006;CAMPAKA;5979;1;2023
1874;KOTA BANDUNG;3273190;CICENDO;3273190006;SUKARAJA;32.73.06;CICENDO;32.73.06.1006;SUKARAJA;7803;1;2023
1875;KOTA BANDUNG;3273240;SUKAJADI;3273240002;SUKAGALIH;32.73.07;SUKAJADI;32.73.07.1004;SUKAGALIH;6150;1;2023
1876;KOTA BANDUNG;3273240;SUKAJADI;3273240003;SUKABUNGAH;32.73.07;SUKAJADI;32.73.07.1005;SUKABUNGAH;7249;1;2023
1877;KOTA BANDUNG;3273010;BANDUNG KULON;3273010008;CIJERAH;32.73.15;BANDUNG KULON;32.73.15.1001;CIJERAH;7868;1;2023
1878;KOTA BANDUNG;3273010;BANDUNG KULON;3273010004;CIGONDEWAH RAHAYU;32.73.15;BANDUNG KULON;32.73.15.1007;CIGONDEWAH RAHAYU;3267;1;2023
1879;KOTA BANDUNG;3273150;KIARACONDONG;3273150004;BABAKAN SARI;32.73.16;KIARACONDONG;32.73.16.1005;BABAKANSARI;12619;1;2023
1880;KOTA BANDUNG;3273141;ANTAPANI;3273141002;ANTAPANI TENGAH;32.73.20;ANTAPANI;32.73.20.1004;ANTAPANI TENGAH;7889;1;2023
1881;KOTA BANDUNG;3273141;ANTAPANI;3273141003;ANTAPANI WETAN;32.73.20;ANTAPANI;32.73.20.1006;ANTAPANI WETAN;6261;1;2023
1882;KOTA BANDUNG;3273111;PANYILEUKAN;3273111001;MEKAR MULYA;32.73.28;PANYILEUKAN;32.73.28.1004;MEKAR MULYA;2440;1;2023
1883;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020003;MARGAHAYU UTARA;32.73.03;BABAKAN CIPARAY;32.73.03.1004;MARGAHAYU UTARA;7387;1;2023
1884;KOTA BANDUNG;3273090;BUAHBATU;3273090001;CIJAURA;32.73.22;BUAHBATU;32.73.22.1003;CIJAURA;9405;1;2023
1885;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120006;CIGENDING;32.73.26;UJUNGBERUNG;32.73.26.1004;CIGENDING;5560;1;2023
1886;KOTA BANDUNG;3273121;CINAMBO;3273121004;SUKAMULYA;32.73.29;CINAMBO;32.73.29.1003;SUKAMULYA;1823;1;2023
1887;KOTA BANDUNG;3273080;BANDUNG KIDUL;3273080004;KUJANGSARI;32.73.21;BANDUNG KIDUL;32.73.21.1004;KUJANGSARI;7335;1;2023
1888;KOTA BANDUNG;3273111;PANYILEUKAN;3273111004;CIPADUNG KULON;32.73.28;PANYILEUKAN;32.73.28.1001;CIPADUNG KULON;4427;1;2023
1889;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040005;KEBON LEGA;32.73.17;BOJONGLOA KIDUL;32.73.17.1002;KEBON LEGA;7869;1;2023
1890;KOTA BANDUNG;3273141;ANTAPANI;3273141001;ANTAPANI KIDUL;32.73.20;ANTAPANI;32.73.20.1005;ANTAPANI KIDUL;8363;1;2023
1891;KOTA BANDUNG;3273080;BANDUNG KIDUL;3273080002;MENGGER;32.73.21;BANDUNG KIDUL;32.73.21.1003;MENGGER;3584;1;2023
1892;KOTA BANDUNG;3273090;BUAHBATU;3273090004;JATI SARI;32.73.22;BUAHBATU;32.73.22.1004;JATISARI;3047;1;2023
1893;KOTA BANDUNG;3273070;LENGKONG;3273070004;MALABAR;32.73.13;LENGKONG;32.73.13.1006;MALABAR;2934;1;2023
1894;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030001;KOPO;32.73.04;BOJONGLOA KALER;32.73.04.1001;KOPO;10019;1;2023
1895;KOTA BANDUNG;3273190;CICENDO;3273190003;PAMOYANAN;32.73.06;CICENDO;32.73.06.1005;PAMOYANAN;2844;1;2023
1896;KOTA BANDUNG;3273060;REGOL;3273060004;CIGERELENG;32.73.11;REGOL;32.73.11.1001;CIGERELENG;4124;1;2023
1897;KOTA BANDUNG;3273070;LENGKONG;3273070003;LINGKAR SELATAN;32.73.13;LENGKONG;32.73.13.1002;LINGKAR SELATAN;3477;1;2023
1898;KOTA BANDUNG;3273130;ARCAMANIK;3273130001;CISARANTEN KULON;32.73.24;ARCAMANIK;32.73.24.1003;CISARANTEN KULON;8260;1;2023
1899;KOTA BANDUNG;3273110;CIBIRU;3273110003;PASIR BIRU;32.73.25;CIBIRU;32.73.25.1003;PASIR BIRU;5150;1;2023
1900;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120004;PASIRJATI;32.73.26;UJUNGBERUNG;32.73.26.1006;PASIRJATI;5771;1;2023
1901;KOTA BANDUNG;3273101;GEDEBAGE;3273101001;RANCABOLANG;32.73.27;GEDEBAGE;32.73.27.1003;RANCABOLANG;3620;1;2023
1902;KOTA BANDUNG;3273240;SUKAJADI;3273240005;PASTEUR;32.73.07;SUKAJADI;32.73.07.1001;PASTEUR;6267;1;2023
1903;KOTA BANDUNG;3273060;REGOL;3273060002;PASIRLUYU;32.73.11;REGOL;32.73.11.1007;PASIRLUYU;5650;1;2023
1904;KOTA BANDUNG;3273090;BUAHBATU;3273090002;MARGASARI;32.73.22;BUAHBATU;32.73.22.1002;MARGASARI;13315;1;2023
1905;KOTA BANDUNG;3273050;ASTANAANYAR;3273050006;KARANG ANYAR;32.73.10;ASTANA ANYAR;32.73.10.1003;KARANGANYAR;2415;1;2023
1906;KOTA BANDUNG;3273050;ASTANAANYAR;3273050005;CIBADAK;32.73.10;ASTANA ANYAR;32.73.10.1005;CIBADAK;4641;1;2023
1907;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040004;CIBADUYUT;32.73.17;BOJONGLOA KIDUL;32.73.17.1003;CIBADUYUT;4185;1;2023
1908;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020002;CIRANGRANG;32.73.03;BABAKAN CIPARAY;32.73.03.1006;CIRANGRANG;3817;1;2023
1909;KOTA BANDUNG;3273230;COBLONG;3273230003;LEBAK GEDE;32.73.02;COBLONG;32.73.02.1002;LEBAKGEDE;3818;1;2023
1910;KOTA BANDUNG;3273230;COBLONG;3273230006;DAGO;32.73.02;COBLONG;32.73.02.1004;DAGO;11729;1;2023
1911;KOTA BANDUNG;3273150;KIARACONDONG;3273150003;KEBON JAYANTI;32.73.16;KIARACONDONG;32.73.16.1002;KEBON JAYANTI;4409;1;2023
1912;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170003;MERDEKA;32.73.19;SUMUR BANDUNG;32.73.19.1002;MERDEKA;3745;1;2023
1913;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210006;SUKAPADA;32.73.14;CIBEUNYING KIDUL;32.73.14.1005;SUKAPADA;7472;1;2023
1914;KOTA BANDUNG;3273230;COBLONG;3273230004;SADANG SERANG;32.73.02;COBLONG;32.73.02.1003;SADANGSERANG;8964;1;2023
1915;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020001;MARGASUKA;32.73.03;BABAKAN CIPARAY;32.73.03.1005;MARGASUKA;3948;1;2023
1916;KOTA BANDUNG;3273180;ANDIR;3273180005;CIROYOM;32.73.05;ANDIR;32.73.05.1003;CIROYOM;6552;1;2023
1917;KOTA BANDUNG;3273060;REGOL;3273060003;ANCOL;32.73.11;REGOL;32.73.11.1002;ANCOL;3927;1;2023
1918;KOTA BANDUNG;3273040;BOJONGLOA KIDUL;3273040001;CIBADUYUT KIDUL;32.73.17;BOJONGLOA KIDUL;32.73.17.1005;CIBADUYUT KIDUL;2940;1;2023
1919;KOTA BANDUNG;3273080;BANDUNG KIDUL;3273080001;WATES;32.73.21;BANDUNG KIDUL;32.73.21.1002;WATES;2658;1;2023
1920;KOTA BANDUNG;3273110;CIBIRU;3273110005;PALASARI;32.73.25;CIBIRU;32.73.25.1001;PALASARI;7205;1;2023
1921;KOTA BANDUNG;3273130;ARCAMANIK;3273130005;CISARANTEN ENDAH;32.73.24;ARCAMANIK;32.73.24.1004;CISARANTEN ENDAH;6536;1;2023
1922;KOTA BANDUNG;3273150;KIARACONDONG;3273150005;BABAKAN SURABAYA;32.73.16;KIARACONDONG;32.73.16.1003;BABAKAN SURABAYA;6866;1;2023
1923;KOTA BANDUNG;3273150;KIARACONDONG;3273150001;KEBON KANGKUNG;32.73.16;KIARACONDONG;32.73.16.1006;KEBON KANGKUNG;4343;1;2023
1924;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160002;BINONG;32.73.12;BATUNUNGGAL;32.73.12.1008;BINONG;6243;1;2023
1925;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210004;PADASUKA;32.73.14;CIBEUNYING KIDUL;32.73.14.1001;PADASUKA;5890;1;2023
1926;KOTA BANDUNG;3273100;RANCASARI;3273111001;MEKAR MULYA;32.73.23;RANCASARI;32.73.28.1004;MEKAR MULYA;6265;1;2023
1927;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160004;MALEER;32.73.12;BATUNUNGGAL;32.73.12.1002;MALEER;5949;1;2023
1928;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030002;SUKA ASIH;32.73.04;BOJONGLOA KALER;32.73.04.1005;SUKA ASIH;6293;1;2023
1929;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160003;KEBON GEDANG;32.73.12;BATUNUNGGAL;32.73.12.1006;KEBONGEDANG;3374;1;2023
1930;KOTA BANDUNG;3273130;ARCAMANIK;3273130003;SUKAMISKIN;32.73.24;ARCAMANIK;32.73.24.1001;SUKAMISKIN;7175;1;2023
1931;KOTA BANDUNG;3273142;MANDALAJATI;3273142003;SINDANG JAYA;32.73.30;MANDALAJATI;32.73.30.1004;SINDANG JAYA;4843;1;2023
1932;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120005;PASIR WANGI;32.73.26;UJUNGBERUNG;32.73.26.1005;PASIRWANGI;5687;1;2023
1933;KOTA BANDUNG;3273120;UJUNG BERUNG;3273120007;PASIR ENDAH;32.73.26;UJUNGBERUNG;32.73.26.1003;PASIR ENDAH;5520;1;2023
1934;KOTA BANDUNG;3273121;CINAMBO;3273121003;PAKEMITAN;32.73.29;CINAMBO;32.73.29.1002;PAKEMITAN;2258;1;2023
1935;KOTA BANDUNG;3273250;SUKASARI;3273250002;SUKARASA;32.73.01;SUKASARI;32.73.01.1001;SUKARASA;4529;1;2023
1936;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210005;PASIRLAYUNG;32.73.14;CIBEUNYING KIDUL;32.73.14.1006;PASIRLAYUNG;7482;1;2023
1937;KOTA BANDUNG;3273100;RANCASARI;3273100002;CIPAMOKOLAN;32.73.23;RANCASARI;32.73.23.1001;CIPAMOKOLAN;8085;1;2023
1938;KOTA BANDUNG;3273010;BANDUNG KULON;3273010002;CIGONDEWAH KALER;32.73.15;BANDUNG KULON;32.73.15.1005;CIGONDEWAH KALER;6216;1;2023
1939;KOTA BANDUNG;3273150;KIARACONDONG;3273150006;CICAHEUM;32.73.16;KIARACONDONG;32.73.16.1004;CICAHEUM;5831;1;2023
1940;KOTA BANDUNG;3273110;CIBIRU;3273110006;CISURUPAN;32.73.25;CIBIRU;32.73.25.1004;CISURUPAN;4695;1;2023
1941;KOTA BANDUNG;3273121;CINAMBO;3273121001;CISARANTEN WETAN;32.73.29;CINAMBO;32.73.29.1001;CISARANTEN WETAN;2028;1;2023
1942;KOTA BANDUNG;3273050;ASTANAANYAR;3273050004;PANJUNAN;32.73.10;ASTANA ANYAR;32.73.10.1004;PANJUNAN;2474;1;2023
1943;KOTA BANDUNG;3273180;ANDIR;3273180003;GARUDA;32.73.05;ANDIR;32.73.05.1005;GARUDA;3561;1;2023
1944;KOTA BANDUNG;3273200;BANDUNG WETAN;3273200003;CIHAPIT;32.73.09;BANDUNG WETAN;32.73.09.1001;CIHAPIT;1476;1;2023
1945;KOTA BANDUNG;3273250;SUKASARI;3273250004;ISOLA;32.73.01;SUKASARI;32.73.01.1003;ISOLA;4506;1;2023
1946;KOTA BANDUNG;3273220;CIBEUNYING KALER;3273220002;SUKALUYU;32.73.18;CIBEUNYING KALER;32.73.18.1002;SUKALUYU;5396;1;2023
1947;KOTA BANDUNG;3273141;ANTAPANI;3273141004;ANTAPANI KULON;32.73.20;ANTAPANI;32.73.20.1001;ANTAPANI KULON;3586;1;2023
1948;KOTA BANDUNG;3273130;ARCAMANIK;3273130002;CISARANTEN BINA HARAPAN;32.73.24;ARCAMANIK;32.73.24.1002;CISARANTEN BINA HARAPAN;3969;1;2023
1949;KOTA BANDUNG;3273010;BANDUNG KULON;3273010003;CIGONDEWAH KIDUL;32.73.15;BANDUNG KULON;32.73.15.1008;CIGONDEWAH KIDUL;2952;1;2023
1950;KOTA BANDUNG;3273200;BANDUNG WETAN;3273200001;TAMAN SARI;32.73.09;BANDUNG WETAN;32.73.09.1002;TAMANSARI;7865;1;2023
1951;KOTA BANDUNG;3273240;SUKAJADI;3273240004;CIPEDES;32.73.07;SUKAJADI;32.73.07.1002;CIPEDES;9872;1;2023
1952;KOTA BANDUNG;3273260;CIDADAP;3273260002;CIUMBULEUIT;32.73.08;CIDADAP;32.73.08.1002;CIUMBULEUIT;7843;1;2023
1953;KOTA BANDUNG;3273220;CIBEUNYING KALER;3273220004;CIGADUNG;32.73.18;CIBEUNYING KALER;32.73.18.1004;CIGADUNG;10520;1;2023
1954;KOTA BANDUNG;3273100;RANCASARI;3273100001;DERWATI;32.73.23;RANCASARI;32.73.23.1002;DERWATI;6339;1;2023
1955;KOTA BANDUNG;3273200;BANDUNG WETAN;3273200002;CITARUM;32.73.09;BANDUNG WETAN;32.73.09.1003;CITARUM;841;1;2023
1956;KOTA BANDUNG;3273260;CIDADAP;3273260001;HEGARMANAH;32.73.08;CIDADAP;32.73.08.1001;HEGARMANAH;6851;1;2023
1957;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160005;CIBANGKONG;32.73.12;BATUNUNGGAL;32.73.12.1003;CIBANGKONG;6229;1;2023
1958;KOTA BANDUNG;3273070;LENGKONG;3273070001;CIJAGRA;32.73.13;LENGKONG;32.73.13.1001;CIJAGRA;3958;1;2023
1959;KOTA BANDUNG;3273050;ASTANAANYAR;3273050003;NYENGSERET;32.73.10;ASTANA ANYAR;32.73.10.1002;NYENGSERET;4016;1;2023
1960;KOTA BANDUNG;3273190;CICENDO;3273190004;PAJAJARAN;32.73.06;CICENDO;32.73.06.1003;PAJAJARAN;8595;1;2023
1961;KOTA BANDUNG;3273010;BANDUNG KULON;3273010006;WARUNG MUNCANG;32.73.15;BANDUNG KULON;32.73.15.1003;WARUNG MUNCANG;6781;1;2023
1962;KOTA BANDUNG;3273090;BUAHBATU;3273090003;SEKEJATI;32.73.22;BUAHBATU;32.73.22.1001;SEKEJATI;8385;1;2023
1963;KOTA BANDUNG;3273230;COBLONG;3273230005;SEKELOA;32.73.02;COBLONG;32.73.02.1005;SEKELOA;9079;1;2023
1964;KOTA BANDUNG;3273160;BATUNUNGGAL;3273160006;SAMOJA;32.73.12;BATUNUNGGAL;32.73.12.1007;SAMOJA;4433;2;2023
1965;KOTA BANDUNG;3273170;SUMUR BANDUNG;3273170004;BABAKAN CIAMIS;32.73.19;SUMUR BANDUNG;32.73.19.1004;BABAKAN CIAMIS;2862;2;2023
1966;KOTA BANDUNG;3273070;LENGKONG;3273070005;BURANGRANG;32.73.13;LENGKONG;32.73.13.1003;BURANGRANG;3429;2;2023
1967;KOTA BANDUNG;3273070;LENGKONG;3273070007;PALEDANG;32.73.13;LENGKONG;32.73.13.1004;PALEDANG;2235;2;2023
1968;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210003;CIKUTRA;32.73.14;CIBEUNYING KIDUL;32.73.14.1002;CIKUTRA;7803;2;2023
1969;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210002;CICADAS;32.73.14;CIBEUNYING KIDUL;32.73.14.1003;CICADAS;5304;2;2023
1970;KOTA BANDUNG;3273190;CICENDO;3273190006;SUKARAJA;32.73.06;CICENDO;32.73.06.1006;SUKARAJA;7865;2;2023
1971;KOTA BANDUNG;3273210;CIBEUNYING KIDUL;3273210001;SUKAMAJU;32.73.14;CIBEUNYING KIDUL;32.73.14.1004;SUKAMAJU;3917;2;2023
1972;KOTA BANDUNG;3273150;KIARACONDONG;3273150003;KEBON JAYANTI;32.73.16;KIARACONDONG;32.73.16.1002;KEBON JAYANTI;4431;2;2023
1973;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030004;BABAKAN TAROGONG;32.73.04;BOJONGLOA KALER;32.73.04.1002;BABAKAN TAROGONG;9383;2;2023
1974;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030005;JAMIKA;32.73.04;BOJONGLOA KALER;32.73.04.1003;JAMIKA;9204;2;2023
1975;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030003;BABAKAN ASIH;32.73.04;BOJONGLOA KALER;32.73.04.1004;BABAKAN ASIH;5358;2;2023
1976;KOTA BANDUNG;3273030;BOJONGLOA KALER;3273030002;SUKA ASIH;32.73.04;BOJONGLOA KALER;32.73.04.1005;SUKA ASIH;6331;2;2023
1977;KOTA BANDUNG;3273180;ANDIR;3273180002;MALEBER;32.73.05;ANDIR;32.73.05.1001;MALEBER;6663;2;2023
1978;KOTA BANDUNG;3273180;ANDIR;3273180004;DUNGUS CARIANG;32.73.05;ANDIR;32.73.05.1002;DUNGUS CARIANG;6371;2;2023
1979;KOTA BANDUNG;3273180;ANDIR;3273180005;CIROYOM;32.73.05;ANDIR;32.73.05.1003;CIROYOM;6580;2;2023
1980;KOTA BANDUNG;3273180;ANDIR;3273180006;KEBON JERUK;32.73.05;ANDIR;32.73.05.1004;KEBON JERUK;4176;2;2023
1981;KOTA BANDUNG;3273180;ANDIR;3273180003;GARUDA;32.73.05;ANDIR;32.73.05.1005;GARUDA;3567;2;2023
1982;KOTA BANDUNG;3273240;SUKAJADI;3273240005;PASTEUR;32.73.07;SUKAJADI;32.73.07.1001;PASTEUR;6290;2;2023
1983;KOTA BANDUNG;3273180;ANDIR;3273180001;CAMPAKA;32.73.05;ANDIR;32.73.05.1006;CAMPAKA;6008;2;2023
1984;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020005;BABAKAN;32.73.03;BABAKAN CIPARAY;32.73.03.1002;BABAKAN;9949;2;2023
1985;KOTA BANDUNG;3273020;BABAKAN CIPARAY;3273020006;SUKAHAJI;32.73.03;BABAKAN CIPARAY;32.73.03.1003;SUKAHAJI;10176;2;2023
